Text,Score
كما اعفى النظام اعضاء السلك الدبلوماسي والهيئات الدبلوماسية وسياراتهم وضيوف الحكومة الرسميين و اي شخص يقرر مجلس الوزراء اعفائهم.؟؟؟,0
يذكر أن وزير الداخلية نايف القاضي أصدر قرارا بوقف استيراد الألعاب النارية في أيلول (سبتمبر) العام الماضي عندما انفجرت قذيفة محظور استيرادها، وأدت الى مقتل طفل وإصابة خمسة آخرين، طفلان منهم أصيبا بإعاقات مستديمة...,0
نحن ليس دوله نفطيه وعندنا فقر وبطاله يكفي الشعب احمالا يا اصحاب المكاتب احسبوها مضبوط يا وزاره العمل وانظروا كم يتم تحويل من عملتنا كتكاليف واجور بعدها قرروا شئ صادر من ظمائركم وليس من طاولات اجتماعاتكم,0
"تحيه طيبه و بعد .. لا انكر ضرورة و جود الخادمات غير ان الكثير مع الاسف لم يفهم معنى هذه الكلمه و اعتبر الخادم\ه كعبد له يستبيح ضربه و تعنيفه ، و علاوة على ذلك فإن مجتمعنا ولله الحمد لم تعد الفتاة به تدرك واجبتها و امست خادمتها عاده و اتمام لكمالياتها حتى و ان لم يكن لها حاجه . فهي تخاف على مناكيرها من غسل الصحون .. و على تصفيفة شعرها من غبار المكنسه ,,الى متى هذه التفاهات.انا مع كل تلك الدول التي منعت خادماتهم فحقيقة اساءنا لمفهوم العماله و تطاولنا حد الرفاهيه الفارغه .",0
أنا اعمل طبيبا في طوارئ أحد المستشفيات الخاصة.و اذا تم تصنيف الحالة بأنها تهدد حياة المريض يتم ادخالها و عمل اللازم دون الدخول في مهاترات من شأنها اعاقة انقاذ حياة هذا المريض..و أعتقد ان هذا الكلام ينطبق على غالبية المستشفيات!!,0
اليس من عدم الحكمة ان ترخص محلات تنقية مياه في الاردن تعتمد على اسلوب فيه هدر كبير للمياه حيث تذهب ثلاثة ارباع المياه الناتجة عن عملية الفلترة الحالية الى شبكة الصرف الصحي؟؟؟الا يجب علينا ان نعتمد اساليب اقل هدرا للمياه؟؟,0
المياه بالزرقاء قصة قديمة,0
الزرقاء الجديدة تزداد شهريا عمارة او عمارتين جدد كل واحدة تتكون من 15 - الى 20 شقة (قرية صغيرة ) والمضخات نفسها لم تتغير وبهذا يكون الضخ ضعيف ولا يصل الخزانات بالطوابق العليا والمكونة من 4-5 طوابق,0
حي شاكر ايضا يعاني من شح المياه,0
منذ سنوات ..يجب على على الحكومة لعب دور و دعم و توجيه سلطة المياه في الزرقاء لتلبية حاجات سكان هذه المناطق...فحياتنا هي هواء ثم ماء...,0
وكان تصريح نتنياهو قد أثار ردود فعل في مصر وأعلن ناطق رسمي مصري أنه لا يعلم على ماذا يعتمد نتنياهو في تصريحه، لأنه لم يتم حتى الآن تحديد زمان ومكان المفاوضات المباشرة.,0
وقال نتنياهو من خلال ناطق رسمي باسمه: إنه 'قدر' أن المفاوضات ستبدأ منتصف الشهر ولم يدّعِ أنه تم الاتفاق على المفاوضات.,0
أنا أيضاً أستنكر و أشجب و أديـــــن,0
ماذا بعـــد ... ؟؟,0
الموقف عسكريا في القطاع الفلسطيني المنكوب,0
فجر اليوم الأحد، شنت الطائرات الحربية الإسرائيلية من طراز (أف16)، غارتين جويتن، على شرق خان يونس، ومنطقة الأنفاق في رفح جنوب القطاع. استهدفت بصاروخ على الأقل منطقة سكنية شرق خان يونس، ما أسفر عن وقوع عدة إصابات جراء تناثر شظايا الزجاج، فيما استهدفت الغارة الثانية أحد الأنفاق على الشريط الحدودي، دون أن يبلغ عن وقوع إصابات.,0
أمس شنت الطائرات، غارات على مناطق متفرقة من القطاع، وخاصة منطقة مخيم النصيرات وسط القطاع، ومهبط الطيران في منطقة أنصار غرب مدينة غزة، ومنطقة الأنفاق في رفح، ما أسفر عن مقتل المواطن عيسى عبد الهادي البطران (40 عاما)، وإصابة 11 مواطنا بينهم طفلة.بينما واصلت حماس تصريحاتها واصدار البيانات بالرد والثأر والانقام.,0
وبعد ساعات من اغتيال عيسى البطران أحد قادة كتائب القسام/ الجناح العسكري لحركة حماس في قطاع غزة، وتهديد حماس بالرد الموجع عليه، أعلنت مصادر عسكرية إسرائيلية أن الجيش أنهى مؤخرا تدريبات على حرب جديدة ضد قطاع غزة، نافية أن تكون المنطقة الآن على شفا الحرب، «ولكن الجيش أعد سلة من الأهداف التي ستفاجئ حماس إذا اضطرت إلى استخدامها وأصدر الناطق بلسان الجيش الإسرائيلي بيانا قال فيه إن هذه الغارات تأتي ردا على إطلاق صاروخ «غراد» على عسقلان وقذيفتين أخريين على ضواحيها أول من أمس. وهدد الناطق: «إسرائيل لن تفرط في أمن مواطنيها وسترد الصاع صاعين على كل تهديد لمواطنيها». وأثارت هذه الغارات استهجانا حتى في إسرائيل، حيث إن رد الفعل الأول للجيش كان بأن إسرائيل ترى خطورة بالغة في إطلاق صاروخ على عسقلان، ولكنها تعرف أن حماس لا تقف وراء العملية وأن تنظيمات فلسطينية صغيرة هي التي أطلقت الصاروخ. ففي تصريحات لموقع «يديعوت أحرونوت» في الإنترنت، كشف مصدر في اللواء الجنوبي للجيش الإسرائيلي، أن قواته أجرت تلخيصا لأحداث النصف الأول من العام الحالي، 2010، فتبين أنه تم إطلاق عشرات الصواريخ في اتجاه إسرائيل منذ يناير (كانون الثاني) وحتى يونيو (حزيران)، بالمقارنة بالمئات التي أطلقت في الفترة الموازية من العام الماضي 2009، وآلاف الصواريخ التي أطلقت سنويا في الأعوام السابقة. و«لكن هذا لا يعني أن تجلس قواتنا مكتوفة اليدين.. بل أجرينا وأنهينا جولة من التدريبات لشن حملة عسكرية أخرى على قطاع غزة، وذلك في حال حصول تصعيد في الجنوب». وعندما سئل الناطق إن كان هذا التهديد يلائم الأجواء لاحتمال استئناف المفاوضات المباشرة بين إسرائيل والسلطة الفلسطينية، أجاب: «نحن نستعد لمواجهة القوى التي تخطط الحرب ضدنا، بغض النظر عن وجود أو عدم وجود مفاوضات». وتابع: «نحن لا نغتر بالهدوء النسبي السائد على حدودنا الجنوبية. فحركة حماس تستغل الهدوء لبناء جيش بكل معنى الكلمة، على غرار حزب الله في لبنان. فقط قبل أيام، أعلن وزير الداخلية في حكومة حماس عن تجنيد إجباري قريب للجيش وعلينا أن لا نتجاهل ماذا يعني ذلك، وخصوصا أننا جميعا نعرف من هم الذين يدربون هذا الجيش وما أهدافهم».,0
